Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Office Supplies,Akola,Neelkantan BALAJI ,0.27,Boston,HKG-2016-23355,"Boston Sketch Pad, Fluorescent",-12,6,West,218,Home Office,2017/1/25,2017/1/28,Second Class,Maharashtra,Art,Wrap Bag,Rice,Regular Air,20.99,0.99,Urgent
Technology,Jodhpur,Sachin Saminathan ,0.47,Belkin,HKG-2015-18350,"Belkin Mouse, USB",-16,3,North,65,Consumer,2016/5/27,2016/5/31,Standard Class,Rajasthan,Accessories,Small Box,Perry,Regular Air,63.94,14.48,Urgent
Furniture,Sikar,Seeta Sarkar ,0.4,Harbour Creations,HKG-2017-32798,"Harbour Creations Rocking Chair, Adjustable",-135,3,North,269,Consumer,2018/5/11,2018/5/15,Second Class,Rajasthan,Chairs,Small Pack,Shaw,Regular Air,11.66,8.99,Medium
Technology,Rameswaram,Rituparna Rishi Kumar ,0.4,Sharp,HKG-2017-32798,"Sharp Personal Copier, Laser",-14,4,South,288,Consumer,2018/5/11,2018/5/15,Second Class,Tamil Nadu,Copiers,Small Box,Cruz,Regular Air,30.98,5.76,Not Specified
Office Supplies,Kairana,Ashutosh Jogani ,0.4,Stockwell,HKG-2017-32798,"Stockwell Paper Clips, Bulk Pack",0,3,East,25,Consumer,2018/5/11,2018/5/15,Second Class,Uttar Pradesh,Fasteners,Small Pack,Shaw,Regular Air,11.66,8.99,Medium
Office Supplies,Chandannagar,Sumit Kumar Upadhyay ,0.47,Eaton,HKG-2015-28409,"Eaton Computer Printout Paper, 8.5 x 11",-26,7,East,114,Corporate,2016/12/28,2017/1/2,Standard Class,West Bengal,Paper,Small Box,Hermingen,Regular Air,2.08,5.33,Low
Office Supplies,Bankura,Amitkumar Kumar Singh ,0.47,Acme,HKG-2016-45223,"Acme Scissors, Serrated",-8,2,East,23,Corporate,2017/12/12,2017/12/18,Standard Class,West Bengal,Supplies,Small Box,Perry,Regular Air,63.94,14.48,Urgent
Office Supplies,Baharampur,Ajay Bhandari ,0.45,Hon,HKG-2017-39525,"Hon File Folder Labels, Adjustable",-4,4,East,14,Consumer,2018/6/14,2018/6/19,Standard Class,West Bengal,Labels,Wrap Bag,Wright,Regular Air,2.78,0.97,Urgent
Office Supplies,Kakinada,Ravi Shrivastava ,0.15,Avery,HKG-2017-39525,"Avery Binder, Economy",3,1,South,11,Consumer,2018/6/14,2018/6/19,Standard Class,Andhra Pradesh,Binders,Small Box,Watson,Regular Air,1.98,4.77,High
Furniture,Proddatur,Dipak Bhandarkar ,0.25,Harbour Creations,HKG-2017-39525,"Harbour Creations Chairmat, Red",32,2,South,108,Consumer,2018/6/14,2018/6/19,Standard Class,Andhra Pradesh,Chairs,Large Box,Cook,Regular Air,4.48,49,Low
Office Supplies,Golaghat,Abhijit Bhatt ,0.45,Ames,HKG-2017-39525,"Ames Peel and Seal, Set of 50",-8,1,North East,10,Consumer,2018/6/14,2018/6/19,Standard Class,Assam,Envelopes,Medium Box,Miller,Regular Air,7.99,5.03,Low
Technology,Dhaka,Nandita Gupta ,0.25,Apple,HKG-2017-39525,"Apple Audio Dock, VoIP",-3,1,East,125,Consumer,2018/6/14,2018/6/19,Standard Class,Bihar,Phones,Small Box,Cook,Regular Air,195.99,8.99,High
Office Supplies,Raipur,Arjun Kawale ,0.47,Kleencut,HKG-2017-56339,"Kleencut Trimmer, Easy Grip",-25,2,North,46,Home Office,2018/11/17,2018/11/24,Standard Class,Chhattisgarh,Supplies,Large Box,Cook,Regular Air,4.48,49,Low
Technology,Valsad,Naga Khan ,0.47,Enermax,HKG-2017-56339,"Enermax Router, Erganomic",-192,3,West,407,Home Office,2018/11/17,2018/11/24,Standard Class,Gujarat,Accessories,Small Box,Cook,Express Air,30.98,6.5,High
Furniture,Petlad,P Maurya ,0.27,Advantus,HKG-2017-56339,"Advantus Stacking Tray, Erganomic",-39,14,West,239,Home Office,2018/11/17,2018/11/24,Standard Class,Gujarat,Furnishings,Small Box,Cook,Regular Air,195.99,8.99,High
Furniture,Botad,Roshan Singh ,0.5,Bush,HKG-2016-38776,"Bush Stackable Bookrack, Pine",-510,9,West,567,Corporate,2017/8/20,2017/8/25,Standard Class,Gujarat,Bookcases,Small Box,Anderson,Regular Air,110.99,2.5,Not Specified
Technology,Indri,Yogesh Patel ,0.5,Samsung,HKG-2016-38776,"Samsung Signal Booster, VoIP",-246,4,North,273,Corporate,2017/8/20,2017/8/25,Standard Class,Haryana,Phones,Small Box,Long,Regular Air,49.99,19.99,High
Technology,Madikeri,Vishvjeet Kumar ,0.1,Enermax,HKG-2015-61225,"Enermax Keyboard, Programmable",34,2,South,153,Consumer,2016/1/24,2016/1/24,Same Day,Karnataka,Accessories,Small Pack,Allen,Regular Air,22.01,5.53,Not Specified
Office Supplies,Mangalore,Yashwant Rathore ,0.1,Acme,HKG-2015-61225,"Acme Trimmer, Easy Grip",-6,3,South,125,Consumer,2016/1/24,2016/1/24,Same Day,Karnataka,Supplies,Small Pack,Carpenter,Regular Air,17.48,1.99,Low
Office Supplies,Punalur,Rashu Sharma ,0.1,Avery,HKG-2014-54176,"Avery Shipping Labels, Laser Printer Compatible",13,3,South,32,Consumer,2015/5/4,2015/5/10,Standard Class,Kerala,Labels,Small Box,Cook,Express Air,17.7,9.47,Medium
Office Supplies,Kochi,Nityanand Shetty ,0.1,Cardinal,HKG-2014-54176,"Cardinal Hole Reinforcements, Recycled",3,3,South,15,Consumer,2015/5/4,2015/5/10,Standard Class,Kerala,Binders,Small Pack,Carpenter,Regular Air,17.48,1.99,Low
Office Supplies,Maheshwar,Sajas Vangani ,0.1,Avery,HKG-2014-54176,"Avery Binder Covers, Clear",2,3,Central,28,Consumer,2015/5/4,2015/5/10,Standard Class,Madhya Pradesh,Binders,Small Box,Peters,Regular Air,10.98,4.8,Not Specified
Office Supplies,Sagar,Surojit Faisal ,0.1,Cardinal,HKG-2014-54176,"Cardinal Hole Reinforcements, Recycled",3,3,Central,15,Consumer,2015/5/4,2015/5/10,Standard Class,Madhya Pradesh,Binders,Large Box,Ford,Express Air,4.48,49,Not Specified
Office Supplies,Babai,Kunal Dalvi ,0.17,Wilson,HKG-2016-17377,"Wilson Jones 3-Hole Punch, Recycled",63,7,Central,165,Home Office,2017/7/20,2017/7/24,Standard Class,Madhya Pradesh,Binders,Small Box,Long,Regular Air,49.99,19.99,High
Furniture,Bhiwandi,Ravi Shrivastava ,0.27,Office Star,HKG-2016-17377,"Office Star Chairmat, Adjustable",-25,2,West,100,Home Office,2017/7/20,2017/7/24,Standard Class,Maharashtra,Chairs,Small Box,Watson,Regular Air,1.98,4.77,High
Office Supplies,Bhadrak,Bhuvaneshwari Malik ,0.47,Kraft,HKG-2016-71018,"Kraft Business Envelopes, Recycled",-35,5,East,50,Corporate,2017/12/10,2017/12/13,First Class,Orissa,Envelopes,Small Box,Carroll,Express Air,6.48,6.6,Medium
Office Supplies,Konark,Balaji Rajan ,0.47,Acme,HKG-2016-53273,"Acme Scissors, Steel",-16,2,East,26,Corporate,2017/4/11,2017/4/16,Standard Class,Orissa,Supplies,Small Box,Anderson,Regular Air,110.99,2.5,Not Specified
Office Supplies,Chhāpar,Shaiju K. Prakash ,0.47,Harbour Creations,HKG-2016-53273,"Harbour Creations File Folder Labels, Alphabetical",-3,4,North,18,Corporate,2017/4/11,2017/4/16,Standard Class,Rajasthan,Labels,Small Box,Peters,Regular Air,10.98,4.8,Not Specified
Office Supplies,Behror,Jayesh SUBRAMANYAM ,0.1,Cameo,HKG-2017-10783,"Cameo Interoffice Envelope, Recycled",62,5,North,208,Consumer,2018/10/16,2018/10/20,Standard Class,Rajasthan,Envelopes,Wrap Bag,Sanchez,Regular Air,4.26,1.2,Low
Furniture,Mount Abu,Rajib D' Souza ,0.1,Hon,HKG-2017-10783,"Hon Executive Leather Armchair, Adjustable",124,3,North,1241,Consumer,2018/10/16,2018/10/20,Standard Class,Rajasthan,Chairs,Small Box,Carroll,Express Air,6.48,6.6,Medium
Office Supplies,Bundi,S Pradhan ,0.1,Ames,HKG-2017-10783,"Ames Interoffice Envelope, Recycled",-22,5,North,198,Consumer,2018/10/16,2018/10/20,Standard Class,Rajasthan,Envelopes,Medium Box,Miller,Regular Air,7.99,5.03,Low
Office Supplies,Vadamadurai,Ibrahim S ,0.15,Cuisinart,HKG-2017-65831,"Cuisinart Blender, White",-7,1,South,55,Home Office,2018/8/8,2018/8/13,Standard Class,Tamil Nadu,Appliances,Small Box,Cook,Express Air,17.7,9.47,Medium
Office Supplies,Udaipur,Sanjeev Balakrishnan ,0.45,Smead,HKG-2017-12428,"Smead Trays, Wire Frame",-26,2,East,52,Corporate,2018/1/16,2018/1/20,Standard Class,Tripura,Storage,Small Box,Cook,Express Air,30.98,6.5,High
Office Supplies,Bulandshahr,Charan Basha ,0.45,BIC,HKG-2017-12428,"BIC Sketch Pad, Easy-Erase",-28,2,East,54,Corporate,2018/1/16,2018/1/20,Standard Class,Uttar Pradesh,Art,Wrap Bag,Sanchez,Regular Air,4.26,1.2,Low
Office Supplies,Budaun,Bhaskar Mishra ,0.45,Fiskars,HKG-2014-40953,"Fiskars Trimmer, Serrated",-142,13,East,279,Consumer,2015/7/5,2015/7/8,First Class,Uttar Pradesh,Supplies,Large Box,Ford,Express Air,4.48,49,Not Specified
Technology,Kichha,Vinit Virmani ,0.45,SanDisk,HKG-2014-40953,"SanDisk Numeric Keypad, USB",-9,1,North,29,Consumer,2015/7/5,2015/7/8,First Class,Uttarakhand,Accessories,Small Pack,Allen,Regular Air,22.01,5.53,Not Specified
Office Supplies,Patancheru,Tarun Pauskar ,0.45,Avery,HKG-2014-40953,"Avery Shipping Labels, Alphabetical",-4,7,South,45,Consumer,2015/7/5,2015/7/8,First Class,Telangana,Labels,Jumbo Drum,Daniels,Delivery Truck,306.14,26.53,High
Office Supplies,Khammam,Ashish Paleria ,0.45,Elite,HKG-2014-40953,"Elite Shears, High Speed",-24,2,South,52,Consumer,2015/7/5,2015/7/8,First Class,Telangana,Supplies,Large Box,Rodriguez,Regular Air,64.65,35,High
Furniture,Jamalpur,K Kumar Rej ,0.8,Lesro,HKG-2016-34177,"Lesro Coffee Table, Rectangular",-344,2,East,100,Consumer,2017/5/17,2017/5/23,Standard Class,Bihar,Tables,Small Box,Reed,Regular Air,45.99,4.99,Low
Furniture,Motihari,Ajay Prasad Yogi ,0.27,Advantus,HKG-2015-46392,"Advantus Light Bulb, Durable",0,2,East,25,Home Office,2016/5/19,2016/5/24,Standard Class,Bihar,Furnishings,Small Pack,Moore,Regular Air,21.98,2.87,Medium
Office Supplies,Balod,Harish Bhise ,0.5,Acme,HKG-2014-49311,"Acme Shears, Serrated",-36,2,Central,47,Corporate,2015/8/28,2015/9/4,Standard Class,Chhattisgarh,Supplies,Small Box,Riley,Regular Air,22.38,15.1,Low
Office Supplies,Vapi,C. Gangurde ,0.5,Smead,HKG-2014-49311,"Smead File Cart, Single Width",-82,8,West,514,Corporate,2015/8/28,2015/9/4,Standard Class,Gujarat,Storage,Small Pack,Robinson,Regular Air,35.41,1.99,High
Office Supplies,Kalol,Gurdeep Varghese ,0.5,Harbour Creations,HKG-2015-23152,"Harbour Creations Shipping Labels, 5000 Label Set",-2,2,West,12,Home Office,2016/9/4,2016/9/8,Standard Class,Gujarat,Labels,Small Pack,Murphy,Regular Air,47.98,3.61,Medium
Office Supplies,Narwana,Sunil Tripathi ,0.5,Ibico,HKG-2015-23152,"Ibico 3-Hole Punch, Durable",-17,2,North,32,Home Office,2016/9/4,2016/9/8,Standard Class,Haryana,Binders,Small Box,Riley,Regular Air,22.38,15.1,Low
Office Supplies,Jamshedpur,Kapil Prasad ,0.45,Kraft,HKG-2017-45104,"Kraft Clasp Envelope, Recycled",-2,7,Central,30,Home Office,2018/4/7,2018/4/11,Standard Class,Jharkhand,Envelopes,Wrap Bag,Gordon,Regular Air,8.34,0.96,Not Specified
Furniture,Chikmagalur,Mahesh Jain ,0.25,Hon,HKG-2017-45104,"Hon Chairmat, Red",0,5,South,208,Home Office,2018/4/7,2018/4/11,Standard Class,Karnataka,Chairs,Large Box,Rodriguez,Regular Air,64.65,35,High
Office Supplies,Karera,Narendra Kulkarni ,0.5,Ames,HKG-2016-20527,"Ames Mailers, Recycled",-17,2,Central,35,Corporate,2017/1/16,2017/1/21,Standard Class,Madhya Pradesh,Envelopes,Small Box,Murphy,Regular Air,24.95,2.99,Urgent
Office Supplies,Seoni,Rajadeep Sankaran S ,0.47,Fellowes,HKG-2017-43865,"Fellowes Shelving, Industrial",-149,8,Central,247,Home Office,2018/10/13,2018/10/17,Standard Class,Madhya Pradesh,Storage,Wrap Bag,Knox,Regular Air,85.99,0.99,Low
Office Supplies,Aurangabad,Parag Kumar ,0.27,BIC,HKG-2015-44747,"BIC Pencil Sharpener, Fluorescent",-30,5,West,110,Corporate,2016/9/5,2016/9/8,First Class,Maharashtra,Art,Small Box,Murphy,Regular Air,24.95,2.99,Urgent
Office Supplies,Bhusawal,Vinay Guleria ,0.47,Harbour Creations,HKG-2016-51887,"Harbour Creations File Folder Labels, Alphabetical",-2,2,West,9,Corporate,2017/11/13,2017/11/18,Standard Class,Maharashtra,Labels,Small Pack,Robinson,Regular Air,35.41,1.99,High
Office Supplies,Achalpur,Pradip Agarwal ,0.47,Eldon,HKG-2016-51887,"Eldon Lockers, Wire Frame",-32,4,West,418,Corporate,2017/11/13,2017/11/18,Standard Class,Maharashtra,Storage,Small Pack,Murphy,Regular Air,47.98,3.61,Medium
Technology,Jatani,V Shetty ,0.07,HP,HKG-2015-63430,"HP Fax Machine, Digital",48,2,East,557,Consumer,2016/12/20,2016/12/26,Standard Class,Orissa,Copiers,Small Box,Cement,Express Air,195.99,4.2,Not Specified
Technology,Sri Karanpur,Munish Prasad ,0.17,Samsung,HKG-2015-63430,"Samsung Audio Dock, with Caller ID",-33,2,North,277,Consumer,2016/12/20,2016/12/26,Standard Class,Rajasthan,Phones,Small Box,Cement,Express Air,195.99,4.2,Not Specified
Office Supplies,Jaisalmer,Suchita Sherlekar ,0.4,Fiskars,HKG-2015-24335,"Fiskars Shears, Steel",-52,5,North,141,Home Office,2016/5/25,2016/5/25,Same Day,Rajasthan,Supplies,Wrap Bag,Gordon,Regular Air,8.34,0.96,Not Specified
Furniture,Coimbatore,Prem Manake ,0.37,Dania,HKG-2017-11567,"Dania Classic Bookcase, Mobile",-132,1,South,260,Home Office,2018/6/4,2018/6/7,First Class,Tamil Nadu,Bookcases,Jumbo Drum,Daniels,Delivery Truck,306.14,26.53,High
Furniture,Madurai,Sufal Parnami ,0.5,Bush,HKG-2014-47155,"Bush Classic Bookcase, Traditional",-545,3,South,619,Corporate,2015/6/23,2015/6/25,First Class,Tamil Nadu,Bookcases,Small Pack,Moore,Regular Air,21.98,2.87,Medium
Office Supplies,Chunar,Sameer Shiroya ,0.1,Hon,HKG-2017-39896,"Hon Color Coded Labels, Alphabetical",-4,3,East,34,Consumer,2018/2/24,2018/2/24,Same Day,Uttar Pradesh,Labels,Wrap Bag,Knox,Regular Air,85.99,0.99,Low
Technology,Banda,Maneck Sarkar ,0.25,Nokia,HKG-2017-15515,"Nokia Office Telephone, Full Size",-42,3,East,149,Consumer,2018/9/5,2018/9/10,Standard Class,Uttar Pradesh,Phones,Small Box,Reed,Regular Air,45.99,4.99,Low
Office Supplies,Raipur,Sandeep R ,0.17,Stiletto,HKG-2017-49388,"Stiletto Scissors, Steel",-7,2,Central,38,Home Office,2018/8/20,2018/8/24,Standard Class,Chhattisgarh,Supplies,Medium Box,Murray,Regular Air,9.49,5.76,High
Office Supplies,Kathor,Saurabh Shinde ,0.17,Kleencut,HKG-2017-49388,"Kleencut Shears, Steel",4,4,West,153,Home Office,2018/8/20,2018/8/24,Standard Class,Gujarat,Supplies,Small Box,Ortiz,Regular Air,65.99,2.5,Medium
Office Supplies,Bhuj,Manoj Sengupta ,0.17,Green Bar,HKG-2017-49388,"Green Bar Message Books, Multicolor",-19,7,West,146,Home Office,2018/8/20,2018/8/24,Standard Class,Gujarat,Paper,Small Box,Carpenter,Regular Air,8.69,2.99,High
Office Supplies,Chikmagalur,Santosh Kishore ,0.1,Fiskars,HKG-2015-23740,"Fiskars Box Cutter, High Speed",-16,5,South,160,Home Office,2016/8/15,2016/8/19,Standard Class,Karnataka,Supplies,Small Box,Carpenter,Regular Air,8.69,2.99,High
Technology,Panvel,Ravindra Bhatia ,0.5,Epson,HKG-2017-30418,"Epson Calculator, White",-17,1,West,22,Corporate,2018/10/14,2018/10/14,Same Day,Maharashtra,Machines,Small Box,Murray,Express Air,11.5,7.19,High
Furniture,Kumbakonam,Sachin D'Souza ,0.27,Advantus,HKG-2015-23334,"Advantus Light Bulb, Durable",-1,7,South,87,Consumer,2016/9/15,2016/9/19,Standard Class,Tamil Nadu,Furnishings,Small Box,Murray,Express Air,11.5,7.19,High
Office Supplies,Rae Bareli,R Singh ,0.47,Eaton,HKG-2015-41702,"Eaton Computer Printout Paper, Recycled",-12,3,East,42,Corporate,2016/12/6,2016/12/10,Standard Class,Uttar Pradesh,Paper,Small Box,Ortiz,Regular Air,65.99,2.5,Medium
Technology,Unnao,Rakesh Kedari ,0.47,Belkin,HKG-2016-21129,"Belkin Memory Card, Erganomic",-25,2,East,119,Consumer,2017/8/15,2017/8/18,First Class,Uttar Pradesh,Accessories,Medium Box,Murray,Regular Air,9.49,5.76,High
Office Supplies,Jamalpur,Pranay S ,0.17,Boston,HKG-2016-21129,"Boston Pens, Blue",-17,7,East,83,Consumer,2017/8/15,2017/8/18,First Class,Bihar,Art,Wrap Bag,Argoso,Regular Air,2.88,0.7,High
Office Supplies,Sirsa,S Barker ,0.17,Tenex,HKG-2016-21129,"Tenex Shelving, Industrial",8,1,North,46,Consumer,2017/8/15,2017/8/18,First Class,Haryana,Storage,Small Box,Marshall,Regular Air,6.48,6.22,Urgent
Technology,Mangalore,Kiran Williams ,0.17,Apple,HKG-2016-21129,"Apple Headset, VoIP",-62,6,South,365,Consumer,2017/8/15,2017/8/18,First Class,Karnataka,Phones,Small Pack,Marshall,Regular Air,35.99,1.25,Urgent
Office Supplies,Pune,Hari Ananthanarayanan ,0.4,Fellowes,HKG-2017-40372,"Fellowes Folders, Blue",-2,3,West,48,Corporate,2018/5/21,2018/5/26,Standard Class,Maharashtra,Storage,Small Box,Martin,Regular Air,5.28,2.99,Not Specified
Furniture,Badlapur,Amit Kokle ,0.25,Advantus,HKG-2014-54834,"Advantus Stacking Tray, Erganomic",-1,5,West,94,Home Office,2015/8/19,2015/8/23,Standard Class,Maharashtra,Furnishings,Wrap Bag,Argoso,Regular Air,2.88,0.7,High
Furniture,Kanpur,Namit Beri ,0.2,Safco,HKG-2017-57627,"SAFCO Steel Folding Chair, Red",0,2,East,137,Consumer,2018/8/9,2018/8/14,Standard Class,Uttar Pradesh,Chairs,Small Box,Martin,Regular Air,5.28,2.99,Not Specified
Office Supplies,Shahjahanpur,Janet Lodaya ,0.5,Hon,HKG-2017-57627,"Hon Removable Labels, Adjustable",-17,6,East,32,Consumer,2018/8/9,2018/8/14,Standard Class,Uttar Pradesh,Labels,Small Box,Marshall,Regular Air,6.48,6.22,Urgent
Office Supplies,Madhyamgram,Goutam Gharat ,0.5,Eaton,HKG-2017-57627,"Eaton Note Cards, Multicolor",-15,2,East,31,Consumer,2018/8/9,2018/8/14,Standard Class,West Bengal,Paper,Small Pack,Marshall,Regular Air,35.99,1.25,Urgent
Technology,Kavali,Mohan Anchan ,0.5,Motorola,HKG-2017-57627,"Motorola Smart Phone, Cordless",-887,3,South,964,Consumer,2018/8/9,2018/8/14,Standard Class,Andhra Pradesh,Phones,Small Box,Reyes,Regular Air,5.98,5.79,Medium
Furniture,Dharmavaram,T Kumar ,0,Safco,HKG-2016-18966,"SAFCO Chairmat, Black",20,2,South,115,Consumer,2017/11/6,2017/11/12,Standard Class,Andhra Pradesh,Chairs,Small Box,Reyes,Regular Air,5.98,5.79,Medium
Office Supplies,Chitradurga,Ayan Chopra ,0.45,Cameo,HKG-2015-10755,"Cameo Interoffice Envelope, Recycled",-19,5,South,127,Corporate,2016/10/12,2016/10/19,Standard Class,Karnataka,Envelopes,Wrap Bag,Gordon,Regular Air,5.08,2.03,High
Technology,Chikmagalur,Amol Dhatarwal ,0.45,SanDisk,HKG-2015-10755,"SanDisk Router, Bluetooth",-77,3,South,423,Corporate,2016/10/12,2016/10/19,Standard Class,Karnataka,Accessories,Wrap Bag,Gordon,Regular Air,5.08,2.03,High
Furniture,Jhansi,Rishiraj Vijayendran ,0.27,Deflect-O,HKG-2017-13289,"Deflect-O Stacking Tray, Erganomic",-34,8,East,130,Consumer,2018/2/7,2018/2/9,First Class,Uttar Pradesh,Furnishings,Jumbo Box,Cook,Delivery Truck,31.76,45.51,Low
Technology,Darjiling,Ram Bala Murugan ,0.17,Cisco,HKG-2016-64970,"Cisco Office Telephone, Full Size",110,9,East,611,Consumer,2017/11/7,2017/11/11,Standard Class,West Bengal,Phones,Jumbo Box,Cook,Delivery Truck,31.76,45.51,Low
Office Supplies,Anantapur,Jigna Addemal ,0.47,Stiletto,HKG-2016-64970,"Stiletto Trimmer, High Speed",-84,7,South,159,Consumer,2017/11/7,2017/11/11,Standard Class,Andhra Pradesh,Supplies,Small Pack,Cole,Express Air,22.01,5.53,High
Office Supplies,Guntakal,Saurabh Bharadwaj ,0.17,Eldon,HKG-2016-64970,"Eldon Folders, Industrial",-12,5,South,72,Consumer,2017/11/7,2017/11/11,Standard Class,Andhra Pradesh,Storage,Wrap Bag,Garden,Express Air,2.84,0.93,High
Office Supplies,Ratanpur,Ramtek Singh ,0.17,Smead,HKG-2016-64970,"Smead Folders, Wire Frame",-2,3,Central,41,Consumer,2017/11/7,2017/11/11,Standard Class,Chhattisgarh,Storage,Small Box,Armstrong,Regular Air,5.81,8.49,Low
Furniture,Patti,Happy Bagkar ,0.47,Bevis,HKG-2014-50501,"Bevis Training Table, Adjustable Height",-108,4,North,715,Consumer,2015/6/18,2015/6/21,First Class,Punjab,Tables,Small Box,Armstrong,Regular Air,5.81,8.49,Low
Office Supplies,Khurja,Jay Gurchale ,0.47,Green Bar,HKG-2015-29039,"Green Bar Note Cards, Premium",-105,8,East,132,Home Office,2016/3/9,2016/3/9,Same Day,Uttar Pradesh,Paper,Small Pack,Cole,Express Air,22.01,5.53,High
Furniture,Monoharpur,Anand Suvarna ,0.27,Tenex,HKG-2015-29039,"Tenex Light Bulb, Black",-11,5,East,69,Home Office,2016/3/9,2016/3/9,Same Day,West Bengal,Furnishings,Wrap Bag,Garden,Express Air,2.84,0.93,High
Furniture,Rajahmundry,Baldeo Deepika ,0.25,Novimex,HKG-2017-58271,"Novimex Executive Leather Armchair, Red",-483,5,South,1726,Home Office,2018/11/13,2018/11/15,Second Class,Andhra Pradesh,Chairs,Medium Box,Barnett,Express Air,105.98,13.99,High
Office Supplies,Katihar,Sambhav Bhatia ,0,Ames,HKG-2016-40841,"Ames Interoffice Envelope, with clear poly window",7,3,East,146,Corporate,2017/5/15,2017/5/19,Second Class,Bihar,Envelopes,Small Box,Sanchez,Regular Air,7.28,11.15,Low
Office Supplies,Jagdalpur,subhay Randale ,0.45,Advantus,HKG-2015-73062,"Advantus Paper Clips, Bulk Pack",-4,1,Central,8,Consumer,2016/8/14,2016/8/17,Second Class,Chhattisgarh,Fasteners,Jumbo Drum,Peters,Delivery Truck,300.98,64.73,Low
Office Supplies,Bilaspur,Biswarup Sahu ,0.47,Advantus,HKG-2015-69975,"Advantus Staples, 12 Pack",-11,5,Central,27,Corporate,2016/10/3,2016/10/9,Standard Class,Chhattisgarh,Fasteners,Medium Box,Barnett,Express Air,105.98,13.99,High
Office Supplies,Vapi,Vinod Sule ,0.27,Boston,HKG-2015-69975,"Boston Sketch Pad, Water Color",-8,1,West,38,Corporate,2016/10/3,2016/10/9,Standard Class,Gujarat,Art,Large Box,Walker,Regular Air,209.37,69,Low
Office Supplies,Chiknayakanhalli,Amit Bhurke ,0.45,Enermax,HKG-2015-36725,"Enermax Computer Printout Paper, Multicolor",-19,3,South,49,Home Office,2016/8/11,2016/8/12,First Class,Karnataka,Paper,Large Box,Walker,Regular Air,209.37,69,Low
Furniture,Hoshiarpur,Shailendra A ,0.27,Rubbermaid,HKG-2017-29081,"Rubbermaid Light Bulb, Black",3,1,North,14,Consumer,2018/6/17,2018/6/22,Standard Class,Punjab,Furnishings,Wrap Bag,Lawson,Regular Air,3.34,7.49,Low
Office Supplies,Bathinda,Ravindra Avhad ,0.47,Kraft,HKG-2017-29081,"Kraft Clasp Envelope, Set of 50",-16,4,North,19,Consumer,2018/6/17,2018/6/22,Standard Class,Punjab,Envelopes,Small Box,Sanchez,Regular Air,7.28,11.15,Low
Office Supplies,Coimbatore,Sheetalgauri Rawat ,0.47,Jiffy,HKG-2017-57032,"Jiffy Clasp Envelope, Set of 50",-3,3,South,14,Consumer,2018/12/29,2018/12/31,Second Class,Tamil Nadu,Envelopes,Jumbo Drum,Peters,Delivery Truck,300.98,64.73,Low
Office Supplies,Baranagar,Arunkumar Adkar ,0.47,GlobeWeis,HKG-2017-21178,"GlobeWeis Business Envelopes, with clear poly window",-10,3,East,33,Consumer,2018/10/18,2018/10/25,Standard Class,West Bengal,Envelopes,Wrap Bag,Lawson,Regular Air,3.34,7.49,Low
Office Supplies,Bhattiprolu,Sumit Kumar Upadhyay ,0.47,Advantus,HKG-2017-15578,"Advantus Rubber Bands, Assorted Sizes",-3,4,South,30,Consumer,2018/3/21,2018/3/23,Second Class,Andhra Pradesh,Fasteners,Small Box,Lee,Regular Air,3.08,0.99,Medium
